alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,Airfoil,CL/CD
11.0,1.5843,0.02058,0.01472,-0.0837,0.1418,0.9997,airfoil_0535,76.98250728862973
13.0,1.6345,0.03257,0.02657,-0.0679,0.0723,0.9997,airfoil_0535,50.18421860607921
14.0,1.6502,0.04073,0.03482,-0.0625,0.0555,0.9997,airfoil_0535,40.51559047385219
15.0,1.6537,0.05102,0.04526,-0.0586,0.0448,0.9997,airfoil_0535,32.41277930223441
-5.0,-0.0348,0.00827,0.00294,-0.1263,0.9042,0.0401,airfoil_0538,-4.207980652962515
-4.0,0.0793,0.00743,0.00207,-0.1263,0.8821,0.065,airfoil_0538,10.672947510094213
-3.0,0.1933,0.00684,0.00155,-0.1262,0.8553,0.1164,airfoil_0538,28.260233918128655
-2.0,0.3074,0.00635,0.00125,-0.1263,0.8266,0.2113,airfoil_0538,48.409448818897644
-1.0,0.421,0.00603,0.00114,-0.1263,0.7942,0.3276,airfoil_0538,69.81757877280265
0.0,0.534,0.00579,0.00118,-0.1261,0.7567,0.4721,airfoil_0538,92.2279792746114
1.0,0.6439,0.00538,0.00138,-0.1254,0.7171,0.7404,airfoil_0538,119.68401486988847
2.0,0.7529,0.00524,0.00158,-0.1239,0.6632,0.9998,airfoil_0538,143.68320610687024
3.0,0.8587,0.00595,0.00193,-0.1222,0.5774,0.9998,airfoil_0538,144.31932773109244
4.0,0.9596,0.00707,0.00255,-0.1198,0.4582,0.9998,airfoil_0538,135.72842998585574
5.0,1.0525,0.00886,0.0036,-0.1161,0.2919,0.9998,airfoil_0538,118.79232505643341
6.0,1.1348,0.0115,0.00527,-0.1109,0.1079,0.9998,airfoil_0538,98.67826086956522
7.0,1.2209,0.01361,0.00702,-0.1062,0.0402,0.9998,airfoil_0538,89.7060984570169
8.0,1.3053,0.01555,0.00896,-0.101,0.0265,0.9998,airfoil_0538,83.94212218649517
9.0,1.3769,0.0177,0.01125,-0.0937,0.021,0.9998,airfoil_0538,77.7909604519774
10.0,1.4433,0.02007,0.01378,-0.0862,0.0175,0.9998,airfoil_0538,71.91330343796712
11.0,1.5008,0.0231,0.01703,-0.0782,0.0144,0.9998,airfoil_0538,64.96969696969697
12.0,1.5418,0.02757,0.02179,-0.0694,0.0121,0.9998,airfoil_0538,55.92310482408415
13.0,1.5702,0.03354,0.02805,-0.0613,0.0104,0.9998,airfoil_0538,46.81574239713775
14.0,1.5847,0.04152,0.03648,-0.0544,0.0095,0.9998,airfoil_0538,38.16714836223507
15.0,1.5902,0.05157,0.04694,-0.0503,0.0087,0.9998,airfoil_0538,30.83575722319178
-5.0,-0.1191,0.008,0.00274,-0.1122,0.8989,0.1453,airfoil_0541,-14.8875
-3.0,0.1124,0.00681,0.00186,-0.1127,0.8607,0.2694,airfoil_0541,16.505139500734213
-2.0,0.2282,0.0064,0.00165,-0.1129,0.8372,0.3465,airfoil_0541,35.65624999999999
-1.0,0.344,0.00614,0.00153,-0.113,0.809,0.4196,airfoil_0541,56.02605863192182
0.0,0.4573,0.00602,0.00151,-0.1125,0.7654,0.4971,airfoil_0541,75.96345514950166
1.0,0.5676,0.00613,0.00163,-0.1113,0.704,0.5688,airfoil_0541,92.59380097879281
2.0,0.6684,0.00674,0.00198,-0.1082,0.5951,0.6422,airfoil_0541,99.16913946587536
3.0,0.7681,0.00749,0.0025,-0.1052,0.4925,0.7057,airfoil_0541,102.55006675567424
4.0,0.8663,0.00807,0.00314,-0.1019,0.4106,0.8306,airfoil_0541,107.34820322180916
5.0,0.9597,0.00904,0.00391,-0.0976,0.3061,0.9998,airfoil_0541,106.16150442477877
6.0,1.0519,0.01046,0.00489,-0.0936,0.2173,0.9998,airfoil_0541,100.56405353728489
7.0,1.1365,0.01209,0.00611,-0.0883,0.1412,0.9998,airfoil_0541,94.00330851943755
8.0,1.2163,0.01383,0.00759,-0.0822,0.0943,0.9998,airfoil_0541,87.9464931308749
9.0,1.2956,0.01561,0.00928,-0.0763,0.0683,0.9998,airfoil_0541,82.99807815502884
10.0,1.3672,0.01783,0.01142,-0.0697,0.0483,0.9998,airfoil_0541,76.67975322490186
11.0,1.4342,0.02037,0.014,-0.063,0.0389,0.9998,airfoil_0541,70.40746195385371
12.0,1.4932,0.02351,0.01727,-0.0559,0.0334,0.9998,airfoil_0541,63.513398553806894
13.0,1.5435,0.02742,0.02137,-0.0489,0.0294,0.9998,airfoil_0541,56.2910284463895
14.0,1.5825,0.03253,0.0267,-0.0421,0.0261,0.9998,airfoil_0541,48.64740239778666
15.0,1.6049,0.03966,0.03408,-0.0361,0.0234,0.9998,airfoil_0541,40.466464952092785
-5.0,-0.5449,0.00831,0.00312,-0.007,0.9335,0.2262,airfoil_0537,-65.57160048134779
-4.0,-0.4386,0.00755,0.00251,-0.005,0.8887,0.2913,airfoil_0537,-58.09271523178808
-3.0,-0.3304,0.007,0.00206,-0.0034,0.8288,0.3657,airfoil_0537,-47.2
-2.0,-0.2209,0.00666,0.00174,-0.0021,0.7567,0.4431,airfoil_0537,-33.16816816816817
0.0,0.0,0.00636,0.00151,-0.0,0.6058,0.6058,airfoil_0537,0.0
2.0,0.2209,0.00666,0.00174,0.0021,0.4431,0.7567,airfoil_0537,33.16816816816817
3.0,0.3304,0.007,0.00206,0.0034,0.3656,0.8288,airfoil_0537,47.2
4.0,0.4387,0.00755,0.00251,0.005,0.2912,0.8887,airfoil_0537,58.10596026490066
5.0,0.545,0.00831,0.00312,0.007,0.2262,0.9335,airfoil_0537,65.58363417569194
6.0,0.6512,0.00931,0.0039,0.0089,0.165,0.9682,airfoil_0537,69.94629430719655
7.0,0.7771,0.01062,0.00494,0.0061,0.1129,0.9844,airfoil_0537,73.17325800376649
8.0,0.9147,0.01202,0.00615,0.0005,0.0786,0.993,airfoil_0537,76.0981697171381
10.0,1.1224,0.01492,0.00898,0.0027,0.0502,1.0,airfoil_0537,75.22788203753352
11.0,1.186,0.01631,0.01045,0.0119,0.0431,1.0,airfoil_0537,72.71612507664008
12.0,1.25,0.01813,0.01235,0.0201,0.037,1.0,airfoil_0537,68.94649751792609
13.0,1.3068,0.02071,0.01507,0.0277,0.0325,1.0,airfoil_0537,63.09995171414776
14.0,1.3516,0.02475,0.01931,0.034,0.0294,1.0,airfoil_0537,54.610101010101005
15.0,1.3833,0.03089,0.0257,0.0377,0.0269,1.0,airfoil_0537,44.781482680479115
-5.0,0.1111,0.00979,0.00423,-0.1292,0.7558,0.032,airfoil_0539,11.348314606741573
-4.0,0.2223,0.00909,0.00318,-0.1281,0.6982,0.0366,airfoil_0539,24.455445544554454
-3.0,0.3327,0.00874,0.00251,-0.1269,0.6296,0.0425,airfoil_0539,38.066361556064074
-2.0,0.4419,0.00873,0.00215,-0.1256,0.552,0.0553,airfoil_0539,50.61855670103093
-1.0,0.5511,0.0089,0.00208,-0.1246,0.4796,0.0797,airfoil_0539,61.921348314606746
0.0,0.6607,0.00918,0.0022,-0.1237,0.4274,0.1137,airfoil_0539,71.97167755991285
1.0,0.7711,0.00942,0.00243,-0.1231,0.3964,0.1713,airfoil_0539,81.85774946921444
2.0,0.8781,0.00852,0.00292,-0.1226,0.379,0.7798,airfoil_0539,103.06338028169014
4.0,1.0937,0.00934,0.0039,-0.1204,0.3552,0.9998,airfoil_0539,117.09850107066381
5.0,1.2024,0.00983,0.00442,-0.1196,0.3478,0.9998,airfoil_0539,122.31943031536113
6.0,1.3058,0.01061,0.00518,-0.1181,0.3378,0.9998,airfoil_0539,123.07257304429784
7.0,1.4095,0.01121,0.00583,-0.1167,0.326,0.9998,airfoil_0539,125.73595004460303
8.0,1.5095,0.0119,0.0066,-0.1146,0.3116,0.9998,airfoil_0539,126.84873949579831
9.0,1.5999,0.01277,0.00753,-0.1109,0.292,0.9998,airfoil_0539,125.28582615505091
10.0,1.6848,0.01394,0.00871,-0.1066,0.2572,0.9998,airfoil_0539,120.86083213773315
11.0,1.7371,0.01692,0.01139,-0.0979,0.1874,0.9998,airfoil_0539,102.66548463356973
12.0,1.7425,0.02309,0.0171,-0.085,0.0991,0.9998,airfoil_0539,75.46556951061065
13.0,1.7372,0.03135,0.02524,-0.0749,0.051,0.9998,airfoil_0539,55.41307814992025
14.0,1.7292,0.04174,0.0358,-0.069,0.0344,0.9998,airfoil_0539,41.42788691902252
15.0,1.7137,0.05488,0.04925,-0.0665,0.0267,0.9998,airfoil_0539,31.22631195335277
-5.0,-0.206,0.01245,0.00666,-0.0393,0.69,0.0219,airfoil_0542,-16.546184738955823
-4.0,-0.0996,0.011,0.00449,-0.037,0.5635,0.0246,airfoil_0542,-9.054545454545455
-3.0,0.0098,0.01047,0.00351,-0.0355,0.4609,0.0288,airfoil_0542,0.936007640878701
-2.0,0.1205,0.01015,0.00287,-0.0343,0.3904,0.0348,airfoil_0542,11.87192118226601
-1.0,0.233,0.00999,0.00253,-0.0335,0.3514,0.0437,airfoil_0542,23.323323323323322
0.0,0.3462,0.00977,0.00224,-0.033,0.3293,0.0563,airfoil_0542,35.43500511770727
1.0,0.46,0.00974,0.0022,-0.0326,0.312,0.0793,airfoil_0542,47.227926078028744
2.0,0.5594,0.00791,0.00234,-0.0303,0.2978,0.8196,airfoil_0542,70.72060682680151
3.0,0.6931,0.00817,0.00284,-0.0336,0.2836,0.9906,airfoil_0542,84.83476132190943
4.0,0.8434,0.00872,0.00324,-0.0417,0.269,0.9999,airfoil_0542,96.72018348623854
5.0,0.9411,0.00913,0.0036,-0.0385,0.2576,0.9999,airfoil_0542,103.0777656078861
6.0,1.0404,0.00964,0.00411,-0.0357,0.2463,0.9999,airfoil_0542,107.92531120331951
7.0,1.1412,0.01028,0.00475,-0.0334,0.2346,0.9999,airfoil_0542,111.01167315175098
8.0,1.2438,0.01105,0.00553,-0.0317,0.2223,0.9999,airfoil_0542,112.56108597285068
9.0,1.3464,0.01192,0.00646,-0.0302,0.2091,0.9999,airfoil_0542,112.9530201342282
10.0,1.4479,0.01286,0.00748,-0.0288,0.1949,0.9999,airfoil_0542,112.58942457231726
11.0,1.5465,0.01392,0.00864,-0.027,0.176,0.9999,airfoil_0542,111.09913793103448
12.0,1.6353,0.0155,0.01027,-0.0241,0.1544,0.9999,airfoil_0542,105.50322580645161
13.0,1.7059,0.01765,0.01247,-0.0186,0.1273,0.9999,airfoil_0542,96.6515580736544
14.0,1.7409,0.0217,0.01651,-0.0102,0.0941,0.9999,airfoil_0542,80.2258064516129
15.0,1.738,0.02991,0.0248,-0.0039,0.0634,0.9999,airfoil_0542,58.10765630224005
-5.0,-0.427,0.00864,0.0031,-0.0289,0.9617,0.0888,airfoil_0545,-49.4212962962963
-4.0,-0.3192,0.00774,0.00238,-0.0272,0.9222,0.1475,airfoil_0545,-41.240310077519375
-3.0,-0.2113,0.00696,0.00183,-0.0256,0.8711,0.2429,airfoil_0545,-30.359195402298848
-2.0,-0.1043,0.00612,0.0014,-0.0241,0.8039,0.4176,airfoil_0545,-17.04248366013072
-1.0,0.0044,0.00566,0.00122,-0.0228,0.7279,0.5812,airfoil_0545,0.7773851590106008
0.0,0.1134,0.00558,0.00119,-0.0214,0.635,0.7091,airfoil_0545,20.322580645161292
1.0,0.2224,0.00565,0.00131,-0.02,0.5471,0.8175,airfoil_0545,39.36283185840708
2.0,0.3278,0.00595,0.00162,-0.0175,0.4639,0.92,airfoil_0545,55.09243697478991
3.0,0.4389,0.00657,0.00199,-0.0163,0.3824,0.9719,airfoil_0545,66.80365296803653
4.0,0.577,0.00728,0.00245,-0.0216,0.3167,0.988,airfoil_0545,79.25824175824175
5.0,0.7191,0.00835,0.00307,-0.0282,0.2126,0.9976,airfoil_0545,86.11976047904191
6.0,0.8226,0.00965,0.00394,-0.0268,0.124,1.0,airfoil_0545,85.24352331606217
7.0,0.9106,0.01092,0.00497,-0.0219,0.0753,1.0,airfoil_0545,83.3882783882784
8.0,1.0012,0.01234,0.00625,-0.0176,0.0458,1.0,airfoil_0545,81.13452188006484
9.0,1.0936,0.01405,0.00794,-0.0139,0.0322,1.0,airfoil_0545,77.83629893238434
10.0,1.1826,0.01605,0.01007,-0.0099,0.0269,1.0,airfoil_0545,73.68224299065422
11.0,1.2655,0.01828,0.01247,-0.0053,0.0233,1.0,airfoil_0545,69.22866520787746
12.0,1.3314,0.02099,0.01544,0.0015,0.0208,1.0,airfoil_0545,63.43020485945687
13.0,1.3686,0.0252,0.01991,0.0101,0.0187,1.0,airfoil_0545,54.30952380952381
14.0,1.4064,0.03049,0.02554,0.015,0.0172,1.0,airfoil_0545,46.126598884880295
15.0,1.4181,0.03987,0.03525,0.0161,0.016,1.0,airfoil_0545,35.5680963130173
-5.0,0.1478,0.00899,0.00369,-0.1685,0.7978,0.241,airfoil_0543,16.440489432703004
-4.0,0.2545,0.00867,0.00339,-0.1669,0.7788,0.2645,airfoil_0543,29.354094579008073
-3.0,0.3547,0.00843,0.00315,-0.1639,0.755,0.2887,airfoil_0543,42.07591933570581
-2.0,0.4394,0.00833,0.00305,-0.1576,0.7269,0.3133,airfoil_0543,52.74909963985594
0.0,0.5992,0.00932,0.00382,-0.1437,0.6242,0.3723,airfoil_0543,64.29184549356222
1.0,0.681,0.01022,0.0046,-0.1378,0.5755,0.4032,airfoil_0543,66.63405088062623
2.0,0.7706,0.01111,0.00544,-0.1336,0.5377,0.4373,airfoil_0543,69.36093609360935
3.0,0.8575,0.0122,0.0065,-0.1292,0.5002,0.4721,airfoil_0543,70.28688524590164
4.0,0.9422,0.01351,0.00776,-0.1247,0.4635,0.5093,airfoil_0543,69.74093264248705
5.0,1.0285,0.01491,0.00917,-0.1208,0.4288,0.5502,airfoil_0543,68.98054996646546
6.0,1.1114,0.01656,0.01083,-0.1166,0.3943,0.5886,airfoil_0543,67.11352657004831
7.0,1.1886,0.01863,0.01284,-0.1118,0.3598,0.6245,airfoil_0543,63.80032206119163
8.0,1.2628,0.02097,0.01518,-0.1071,0.3286,0.661,airfoil_0543,60.21936099189318
9.0,1.3345,0.0236,0.01782,-0.1024,0.2971,0.6997,airfoil_0543,56.54661016949153
10.0,1.4006,0.02667,0.02106,-0.0976,0.27,0.7738,airfoil_0543,52.515935508061496
11.0,1.4574,0.02974,0.02452,-0.0914,0.2462,0.9994,airfoil_0543,49.004707464694015
12.0,1.5094,0.03424,0.02894,-0.0861,0.2204,0.9994,airfoil_0543,44.08294392523365
14.0,1.591,0.04567,0.0403,-0.0759,0.1741,0.9994,airfoil_0543,34.83687322093277
15.0,1.6199,0.05283,0.0475,-0.0712,0.1572,0.9994,airfoil_0543,30.662502366079877
-5.0,-0.5624,0.0086,0.00315,-0.0028,0.9853,0.1393,airfoil_0547,-65.3953488372093
-4.0,-0.4346,0.00737,0.00238,-0.0061,0.9649,0.2437,airfoil_0547,-58.96879240162822
-3.0,-0.3252,0.00649,0.00184,-0.0047,0.9244,0.3519,airfoil_0547,-50.10785824345146
-2.0,-0.2185,0.00589,0.00146,-0.0027,0.8592,0.4652,airfoil_0547,-37.096774193548384
-1.0,-0.1095,0.00558,0.00123,-0.0013,0.7737,0.5702,airfoil_0547,-19.623655913978496
0.0,0.0,0.00547,0.00116,-0.0,0.6811,0.6811,airfoil_0547,0.0
1.0,0.1095,0.00558,0.00123,0.0013,0.5703,0.7738,airfoil_0547,19.623655913978496
2.0,0.2185,0.00589,0.00146,0.0027,0.4651,0.8588,airfoil_0547,37.096774193548384
3.0,0.3252,0.00649,0.00184,0.0047,0.3516,0.9245,airfoil_0547,50.10785824345146
4.0,0.4346,0.00737,0.00238,0.006,0.2439,0.9651,airfoil_0547,58.96879240162822
5.0,0.5625,0.0086,0.00315,0.0028,0.1392,0.9853,airfoil_0547,65.40697674418605
6.0,0.7016,0.00989,0.00411,-0.0031,0.0758,0.9943,airfoil_0547,70.94034378159758
7.0,0.837,0.01118,0.00526,-0.0082,0.0476,1.0,airfoil_0547,74.86583184257601
8.0,0.9209,0.01244,0.00651,-0.0024,0.0352,1.0,airfoil_0547,74.02733118971062
9.0,1.0058,0.01391,0.00805,0.0032,0.0285,1.0,airfoil_0547,72.3076923076923
10.0,1.0916,0.01574,0.01001,0.0082,0.0242,1.0,airfoil_0547,69.35196950444725
11.0,1.1757,0.01803,0.01246,0.0128,0.0209,1.0,airfoil_0547,65.2079866888519
12.0,1.2539,0.02058,0.01528,0.0178,0.0187,1.0,airfoil_0547,60.92808551992225
13.0,1.296,0.02464,0.01964,0.0266,0.0169,1.0,airfoil_0547,52.5974025974026
14.0,1.3323,0.02967,0.02504,0.0325,0.0157,1.0,airfoil_0547,44.903943377148636
15.0,1.3462,0.03865,0.03439,0.0332,0.0146,1.0,airfoil_0547,34.830530401034935
-4.0,0.1369,0.0073,0.00219,-0.1493,0.9105,0.1016,airfoil_0546,18.753424657534246
-3.0,0.2527,0.00663,0.00173,-0.1499,0.8968,0.1831,airfoil_0546,38.114630467571644
-2.0,0.3686,0.0061,0.00147,-0.1505,0.8813,0.2902,airfoil_0546,60.42622950819671
-1.0,0.4838,0.00572,0.00134,-0.1507,0.862,0.4044,airfoil_0546,84.58041958041957
0.0,0.5988,0.00548,0.00135,-0.1509,0.8417,0.5142,airfoil_0546,109.27007299270073
1.0,0.7118,0.00539,0.00148,-0.1505,0.8128,0.6222,airfoil_0546,132.05936920222635
2.0,0.8197,0.0055,0.00163,-0.1488,0.7503,0.6975,airfoil_0546,149.03636363636363
3.0,0.9031,0.00623,0.00223,-0.1419,0.568,0.9998,airfoil_0546,144.95987158908505
4.0,0.9886,0.00823,0.00325,-0.1365,0.3572,0.9998,airfoil_0546,120.12150668286758
5.0,1.0721,0.01057,0.00461,-0.1312,0.1606,0.9998,airfoil_0546,101.42857142857144
6.0,1.1585,0.01264,0.00613,-0.1262,0.0579,0.9998,airfoil_0546,91.65348101265823
7.0,1.2462,0.01443,0.00778,-0.1213,0.0303,0.9998,airfoil_0546,86.36174636174636
8.0,1.3262,0.01625,0.00968,-0.115,0.0234,0.9998,airfoil_0546,81.6123076923077
9.0,1.3992,0.01844,0.01204,-0.1077,0.0195,0.9998,airfoil_0546,75.87852494577005
10.0,1.465,0.02107,0.01485,-0.0998,0.016,0.9998,airfoil_0546,69.53013763644994
11.0,1.5211,0.02437,0.01837,-0.0912,0.0131,0.9998,airfoil_0546,62.416906032006565
12.0,1.5695,0.0283,0.02254,-0.0825,0.011,0.9998,airfoil_0546,55.45936395759717
13.0,1.5994,0.03396,0.02862,-0.0729,0.0097,0.9998,airfoil_0546,47.09658421672556
14.0,1.6205,0.04086,0.0359,-0.0647,0.0088,0.9998,airfoil_0546,39.65981399902105
15.0,1.6025,0.05274,0.0483,-0.0576,0.0081,0.9998,airfoil_0546,30.38490709139173
-5.0,-0.4454,0.00867,0.00319,-0.0089,0.7183,0.3401,airfoil_0548,-51.37254901960784
-4.0,-0.3385,0.00839,0.00284,-0.007,0.6634,0.3788,airfoil_0548,-40.345649582836714
-3.0,-0.2313,0.00816,0.0026,-0.0051,0.6123,0.4267,airfoil_0548,-28.345588235294116
-2.0,-0.1227,0.00808,0.00245,-0.0036,0.5534,0.4664,airfoil_0548,-15.185643564356436
-1.0,-0.0143,0.00804,0.00238,-0.002,0.5027,0.5158,airfoil_0548,-1.7786069651741294
1.0,0.2043,0.00821,0.00254,0.0006,0.4155,0.6141,airfoil_0548,24.884287454323996
2.0,0.3124,0.00842,0.00276,0.002,0.3736,0.6639,airfoil_0548,37.1021377672209
3.0,0.4194,0.00873,0.00307,0.0036,0.3296,0.7147,airfoil_0548,48.04123711340206
4.0,0.5241,0.00913,0.00352,0.0056,0.291,0.7741,airfoil_0548,57.40416210295729
5.0,0.6269,0.00968,0.00411,0.0079,0.259,0.8271,airfoil_0548,64.76239669421489
6.0,0.7271,0.01033,0.0048,0.0106,0.2308,0.8763,airfoil_0548,70.38722168441431
7.0,0.82,0.01112,0.00564,0.0147,0.2096,0.9202,airfoil_0548,73.7410071942446
8.0,0.904,0.01208,0.00666,0.0204,0.1927,0.9585,airfoil_0548,74.83443708609272
9.0,1.0126,0.01344,0.008,0.0202,0.1758,0.9842,airfoil_0548,75.3422619047619
10.0,1.1377,0.01519,0.00967,0.0155,0.157,0.9941,airfoil_0548,74.89795918367346
11.0,1.2332,0.01693,0.01141,0.0159,0.1408,1.0,airfoil_0548,72.84111045481394
12.0,1.2606,0.01904,0.01354,0.028,0.1293,1.0,airfoil_0548,66.2079831932773
13.0,1.313,0.02227,0.01683,0.0333,0.1187,1.0,airfoil_0548,58.958239784463395
14.0,1.3612,0.02667,0.02133,0.0369,0.1096,1.0,airfoil_0548,51.03862017247844
15.0,1.3995,0.03251,0.02731,0.0392,0.1009,1.0,airfoil_0548,43.048292832974475
-5.0,-0.1566,0.0087,0.00354,-0.0987,0.9618,0.0219,airfoil_0549,-18.0
-4.0,-0.0459,0.00761,0.00234,-0.0978,0.9405,0.0336,airfoil_0549,-6.031537450722734
-3.0,0.066,0.00673,0.00154,-0.0972,0.9177,0.0873,airfoil_0549,9.806835066864785
-2.0,0.1775,0.00599,0.00112,-0.0968,0.888,0.2155,airfoil_0549,29.63272120200334
-1.0,0.2891,0.0054,0.00093,-0.0964,0.8509,0.3989,airfoil_0549,53.53703703703704
0.0,0.3998,0.0048,0.00095,-0.0959,0.8091,0.6606,airfoil_0549,83.29166666666667
1.0,0.51,0.00427,0.00102,-0.0946,0.7526,0.9999,airfoil_0549,119.43793911007025
2.0,0.6179,0.00484,0.00119,-0.0932,0.6543,0.9999,airfoil_0549,127.66528925619836
3.0,0.7221,0.00589,0.00164,-0.0913,0.5017,0.9999,airfoil_0549,122.59762308998302
4.0,0.8183,0.00799,0.00261,-0.0886,0.2397,0.9999,airfoil_0549,102.41551939924906
5.0,0.9132,0.01039,0.00407,-0.0857,0.0439,0.9999,airfoil_0549,87.89220404234841
6.0,1.0138,0.01204,0.00569,-0.0833,0.0202,0.9999,airfoil_0549,84.20265780730897
7.0,1.112,0.01382,0.00761,-0.0804,0.0135,0.9999,airfoil_0549,80.4630969609262
8.0,1.1996,0.01664,0.01067,-0.0759,0.0102,0.9999,airfoil_0549,72.09134615384616
9.0,1.2804,0.01998,0.01437,-0.0703,0.0088,0.9999,airfoil_0549,64.08408408408408
10.0,1.3446,0.02493,0.01979,-0.0629,0.0076,0.9999,airfoil_0549,53.935018050541515
11.0,1.3738,0.03227,0.02797,-0.0512,0.0068,0.9999,airfoil_0549,42.57204834211341
12.0,1.3523,0.04284,0.03946,-0.038,0.0065,0.9999,airfoil_0549,31.566293183940243
13.0,1.2825,0.06156,0.05907,-0.0346,0.0064,0.9999,airfoil_0549,20.833333333333336
14.0,1.1852,0.09504,0.09324,-0.0521,0.0065,0.9999,airfoil_0549,12.470538720538721
-4.0,-0.4645,0.00779,0.00242,0.0013,0.9904,0.1463,airfoil_0550,-59.62772785622593
-3.0,-0.3265,0.00646,0.00176,-0.0045,0.9765,0.307,airfoil_0550,-50.54179566563468
-2.0,-0.2112,0.00551,0.00133,-0.0047,0.9346,0.4683,airfoil_0550,-38.330308529945555
-1.0,-0.106,0.00492,0.00107,-0.0023,0.859,0.6223,airfoil_0550,-21.54471544715447
0.0,0.0001,0.00482,0.00097,-0.0,0.7408,0.7407,airfoil_0550,0.020746887966804982
1.0,0.1061,0.00492,0.00107,0.0022,0.6222,0.8589,airfoil_0550,21.565040650406505
2.0,0.2113,0.00551,0.00133,0.0046,0.4685,0.9346,airfoil_0550,38.34845735027223
3.0,0.3265,0.00646,0.00176,0.0045,0.3073,0.9765,airfoil_0550,50.54179566563468
4.0,0.4645,0.00779,0.00242,-0.0013,0.1465,0.9904,airfoil_0550,59.62772785622593
5.0,0.6053,0.00906,0.00328,-0.0077,0.0587,0.999,airfoil_0550,66.81015452538631
6.0,0.7057,0.01026,0.00439,-0.0053,0.0333,1.0,airfoil_0550,68.78167641325535
7.0,0.7992,0.01148,0.00567,-0.0011,0.0261,1.0,airfoil_0550,69.61672473867596
8.0,0.8929,0.01303,0.00734,0.0028,0.0215,1.0,airfoil_0550,68.52647735993861
9.0,0.9869,0.01498,0.00947,0.0063,0.0174,1.0,airfoil_0550,65.8811748998665
10.0,1.0788,0.01737,0.01209,0.0097,0.0138,1.0,airfoil_0550,62.10708117443868
11.0,1.1623,0.02051,0.0155,0.0138,0.0113,1.0,airfoil_0550,56.66991711360313
12.0,1.2366,0.0241,0.01955,0.0186,0.01,1.0,airfoil_0550,51.31120331950207
13.0,1.2789,0.02895,0.02484,0.0261,0.0092,1.0,airfoil_0550,44.17616580310881
14.0,1.2511,0.04118,0.03774,0.0289,0.0087,1.0,airfoil_0550,30.381253035454105
15.0,1.1812,0.06842,0.06569,0.0113,0.0087,1.0,airfoil_0550,17.263957907044727
-5.0,-0.4517,0.00822,0.00295,-0.0094,0.8008,0.297,airfoil_0551,-54.95133819951338
-4.0,-0.3448,0.00775,0.00249,-0.0075,0.737,0.3618,airfoil_0551,-44.49032258064516
-3.0,-0.236,0.0075,0.00219,-0.0059,0.666,0.4223,airfoil_0551,-31.466666666666665
-2.0,-0.1266,0.00732,0.00201,-0.0045,0.5999,0.4919,airfoil_0551,-17.295081967213115
-1.0,-0.0167,0.00723,0.00193,-0.0033,0.54,0.5588,airfoil_0551,-2.309820193637621
0.0,0.0943,0.00732,0.00196,-0.0023,0.4777,0.6174,airfoil_0551,12.882513661202186
1.0,0.2048,0.00747,0.00208,-0.0012,0.419,0.677,airfoil_0551,27.416331994645248
2.0,0.3144,0.00772,0.00232,-0.0,0.366,0.7374,airfoil_0551,40.72538860103627
3.0,0.424,0.00804,0.00267,0.0012,0.3192,0.7977,airfoil_0551,52.7363184079602
4.0,0.5315,0.00856,0.00315,0.0027,0.2719,0.8533,airfoil_0551,62.0911214953271
5.0,0.6369,0.00919,0.00377,0.0047,0.2344,0.9048,airfoil_0551,69.30359085963003
6.0,0.7398,0.00996,0.00451,0.0072,0.2087,0.9415,airfoil_0551,74.27710843373494
7.0,0.8454,0.0108,0.00533,0.009,0.1892,0.9697,airfoil_0551,78.27777777777777
8.0,0.9761,0.01187,0.00634,0.0049,0.1687,0.9843,airfoil_0551,82.23251895534962
9.0,1.1135,0.01317,0.00756,-0.001,0.1485,0.9934,airfoil_0551,84.54821564160972
10.0,1.2458,0.01453,0.00889,-0.0062,0.1307,0.9997,airfoil_0551,85.73984858912596
11.0,1.2597,0.01548,0.00988,0.012,0.1196,1.0,airfoil_0551,81.37596899224806
13.0,1.3761,0.01998,0.01446,0.026,0.0935,1.0,airfoil_0551,68.87387387387388
14.0,1.4262,0.02389,0.01844,0.0307,0.0817,1.0,airfoil_0551,59.698618668899115
15.0,1.4649,0.02938,0.02408,0.034,0.0718,1.0,airfoil_0551,49.86044928522805
-5.0,-0.206,0.01245,0.00666,-0.0393,0.69,0.0219,airfoil_0555,-16.546184738955823
-4.0,-0.0996,0.011,0.00449,-0.037,0.5635,0.0246,airfoil_0555,-9.054545454545455
-3.0,0.0098,0.01047,0.00351,-0.0355,0.4609,0.0288,airfoil_0555,0.936007640878701
-2.0,0.1205,0.01015,0.00287,-0.0343,0.3904,0.0348,airfoil_0555,11.87192118226601
-1.0,0.233,0.00999,0.00253,-0.0335,0.3514,0.0437,airfoil_0555,23.323323323323322
0.0,0.3462,0.00977,0.00224,-0.033,0.3293,0.0563,airfoil_0555,35.43500511770727
1.0,0.46,0.00974,0.0022,-0.0326,0.312,0.0793,airfoil_0555,47.227926078028744
2.0,0.5594,0.00791,0.00234,-0.0303,0.2978,0.8196,airfoil_0555,70.72060682680151
3.0,0.6931,0.00817,0.00284,-0.0336,0.2836,0.9906,airfoil_0555,84.83476132190943
4.0,0.8434,0.00872,0.00324,-0.0417,0.269,0.9999,airfoil_0555,96.72018348623854
